Session ID,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
88566,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88567,15.9435,92.29148,16.23732,0.0,0.0,0.0,3.0,100.0,0.0,0.0,100.0
88569,22.1095,67.48963,23.988495,0.0,0.0,0.0,3.0,96.0,0.0,0.0,96.0
88570,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88571,23.455,65.64657,24.783447,0.0,0.0,0.0,3.0,95.0,0.0,0.0,95.0
88572,24.505,54.578167,24.751863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88573,23.4925,60.040997,24.915375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88574,23.514,51.065147,21.668982,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
88575,24.505,54.578167,24.751863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88576,23.3095,62.15263,24.228354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88577,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88578,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88579,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88580,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88581,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88582,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88583,23.355,69.47561,24.984798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88584,24.505,54.578167,24.751863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88585,12.5605,93.93936,12.563631,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
88586,12.5605,93.93936,12.563631,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
88587,5.9425,75.24078,2.9959488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88588,16.2975,77.20129,15.891438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88589,16.9435,92.94105,16.70022,0.4,0.4,0.0,51.0,75.0,65.0,28.0,1.0
88590,14.9435,92.533966,15.481213,0.3,0.3,0.0,51.0,32.0,7.0,16.0,14.0
88591,8.2925,57.724392,6.1633873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88593,14.222,78.95374,10.847165,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
88594,13.643,93.98889,13.646378,0.0,0.0,0.0,2.0,55.0,0.0,0.0,55.0
88595,16.143,87.371254,15.492487,0.0,0.0,0.0,3.0,99.0,0.0,0.0,99.0
88596,15.542999,75.8193,11.598257,0.0,0.0,0.0,0.0,18.0,12.0,8.0,0.0
88597,16.154501,76.4209,15.506319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88599,16.8545,81.16237,17.458004,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
88600,10.9925,45.77817,6.44557,0.0,0.0,0.0,2.0,50.0,0.0,0.0,50.0
88601,12.725,88.51262,12.255112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88602,16.5045,75.47808,15.928364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88603,14.9545,86.12684,14.392654,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
88604,17.664001,61.26087,17.526278,0.0,0.0,0.0,3.0,94.0,0.0,1.0,94.0
88605,15.7045,87.04753,15.506081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88606,11.9925,33.35114,6.924762,0.0,0.0,0.0,3.0,99.0,0.0,0.0,99.0
88607,17.5545,74.669075,16.74754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88608,15.438999,77.06745,14.041203,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0
88609,15.5605,82.06182,16.123865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88610,15.5605,82.06182,16.123865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88611,15.375,64.761314,13.725224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88612,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88613,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88614,24.1595,60.58182,25.295782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88615,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88616,17.5545,74.669075,16.74754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
