Ano,Mês,Dia,Hora,Latitude,Longitude,count
2022,11,19,0,28.3019892015,-16.5097773066,1
2022,4,2,21,52.4475,12.9208333333,1
2022,4,21,23,54.25,12.85,1
2022,7,27,0,-27.6575,-48.5436111111,1
2022,8,11,0,54.4738888889,-1.1836111111,1
2022,9,24,17,54.2794444444,26.7438888889,1
2022,10,21,11,42.3868929823,-121.8115421618,1
2022,5,10,2,-26.0902777778,28.3161111111,1
2022,5,31,2,28.3019444444,-16.5097222222,1
2022,7,22,22,50.8008333333,12.6988888889,1
2022,7,23,21,50.8008333333,12.6988888889,1
2022,7,23,20,54.2794444444,26.7438888889,1
2022,8,28,19,54.2794444444,26.7438888889,1
2022,8,13,1,42.4246666667,-8.85675,1
2022,8,31,21,52.2836427918,5.6117424769,1
2022,8,30,20,49.8927777778,0.8619444444,1
2022,9,30,3,42.6575,2.4230555556,1
2022,11,1,22,67.8802777778,20.3066666667,1
2022,3,31,23,28.3019892015,-16.5097773066,1
2022,6,27,11,-29.35904,153.27683,1
2022,8,5,21,52.2538888889,7.0688888889,1
2022,9,3,20,53.06156,8.81592,1
2022,10,29,5,30.2767,-103.595963,1
